master_incident_number,problem,priority_number,year,time_phonepickup,cfs_address,cfs_location_name,call_disposition,short_school_name,cde_school_name,school_type_level,lowest_grade,highest_grade,school_address
DPD-22-0535247,Burglary  IP-JO,1,2022,10/16/2022 1:47,3950 S Holly St,SCH THOMAS JEFFERSON HS - DPS,Report Made,Thomas Jefferson,Thomas Jefferson High School,HIGH SCHOOL,9,12,3950 S HOLLY ST
DPD-18-0053896,Help,0,2018,1/23/2018 11:39,1700 E Louisiana Ave,SCH South High School - Box 2113,Report Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-23-0139732,Help,0,2023,3/17/2023 13:40,1700 E Louisiana Ave,SCH South High School - Box 2113,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0019383,LoJack,2,2018,1/9/2018 10:04,1700 E Louisiana Ave,SCH SOUTH HS - DPS,GOA,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0140635,EMS request PD,2,2018,2/28/2018 13:47,1700 E Louisiana Ave,SCH South High School - Box 2113,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0154159,Fight,2,2018,3/6/2018 15:28,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Arrest Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0167511,Fight,2,2018,3/12/2018 8:57,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Arrest Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0179240,Criminal Mischief IP-JO,2,2018,3/16/2018 23:29,1700 E Louisiana Ave,SCH SOUTH HS - DPS,File Only,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0258861,Fight,2,2018,4/18/2018 9:52,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Report Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0259875,Fight,2,2018,4/18/2018 16:44,1700 E Louisiana Ave,SCH South High School - Box 2113,Report Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0286774,Fight,2,2018,4/29/2018 18:27,1700 E Louisiana Ave,SCH South High School - ALL CITY STADIUM,File Only,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0311021,E 31 Unconscious / Fainting,2,2018,5/9/2018 8:02,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Party Advised,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0442473,Criminal Mischief IP-JO,2,2018,7/1/2018 20:29,1700 E Louisiana Ave,SCH South High School - MAIN PL,"Supervisor Cancelled Inc,Y - B",South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0549872,Criminal Mischief IP-JO,2,2018,8/13/2018 0:21,1700 E Louisiana Ave,SCH South High School - TEACHER PK LOT,UTL / Unfounded / Unsuccessful,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0641405,EMS request PD,2,2018,9/18/2018 14:07,1700 E Louisiana Ave,SCH SOUTH HS - IFO,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0674601,Threats IP-JO,2,2018,10/1/2018 18:05,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Party Advised,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0843852,Fight,2,2018,12/14/2018 16:25,1700 E Louisiana Ave,JSO TENNIS COURTS,UTL / Unfounded / Unsuccessful,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0065096,Fight,2,2019,1/29/2019 15:10,1700 E Louisiana Ave,SCH SOUTH HS - DPS,K - Street Check Completed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0125148,EMS request PD,2,2019,2/25/2019 16:26,1700 E Louisiana Ave,IFO SOUTH HS - DPS,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0280043,Criminal Mischief IP-JO,2,2019,5/4/2019 21:57,1700 E Louisiana Ave,SCH SOUTH HS - DPS,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0309167,Nature Unknown,2,2019,5/17/2019 15:53,1700 E Louisiana Ave,SCH SOUTH HS - DPS,UTL / Unfounded / Unsuccessful,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0380349,EMS request PD,2,2019,6/18/2019 10:00,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0400452,Nature Unknown,2,2019,6/27/2019 8:06,1700 E Louisiana Ave,SCH SOUTH HS - DPS,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0474436,F9 With Fire,2,2019,7/28/2019 14:43,1700 E Louisiana Ave,SCH SOUTH HS - PARKING LOT,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0567283,Fight,2,2019,9/5/2019 15:14,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Arrest Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0736924,Harassment IP-JO,2,2019,11/19/2019 15:33,1700 E Louisiana Ave,SOUTH HIGH SCHOOL,GOA,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-20-0054557,Assist,2,2020,1/24/2020 20:46,1700 E Louisiana Ave,SCH SOUTH HS - DPS,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-20-0068959,Fight,2,2020,1/31/2020 10:34,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Arrest Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-20-0153641,Fight,2,2020,3/10/2020 15:10,1700 E Louisiana Ave,SCH SOUTH HS - DPS,GOA,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-20-0314847,F9 With Fire,2,2020,5/21/2020 21:53,1700 E Louisiana Ave,SCH South High School,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-20-0354925,Harassment IP-JO,2,2020,6/9/2020 22:08,1700 E Louisiana Ave,SCH South High School,Party Advised,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-20-0366266,Fight,2,2020,6/15/2020 22:12,1700 E Louisiana Ave,SOUTH HIGH PK LOT,GOA,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-21-0493154,Down Person,2,2021,8/27/2021 17:27,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-21-0564220,Weapon / Concealed Weapon,2,2021,10/1/2021 16:13,1700 E Louisiana Ave,SCH South High School - Box 2113,K - Street Check Completed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-21-0577761,E 25 Psych/Ab Beh/Suicide Att,2,2021,10/8/2021 13:33,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Party Advised,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-21-0604073,Fight,2,2021,10/22/2021 13:12,1700 E Louisiana Ave,South High School,Arrest Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-21-0611485,911 Open,2,2021,10/26/2021 15:33,1700 E Louisiana Ave,SOUTH HS,Y - Broadcast,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-21-0697777,Threats IP-JO,2,2021,12/12/2021 13:22,1700 E Louisiana Ave,SCH South High School - Box 2113,Party Advised,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0103739,Fight,2,2022,3/1/2022 15:57,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0121577,Assault  IP-JO,2,2022,3/11/2022 14:48,1700 E Louisiana Ave,SCH South High School // PK LOT,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0226450,E 09 Cardiac/Resp Arrest/Death,2,2022,5/6/2022 13:48,1700 E Louisiana Ave,SCH South High School - CLINIC,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0343617,EMS request PD,2,2022,7/6/2022 18:29,1700 E Louisiana Ave,SOUTH HS - PLOT,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0473148,Weapon / Concealed Weapon,2,2022,9/13/2022 13:15,1700 E Louisiana Ave,South High School,Arrest Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-23-0119902,Weapon / Concealed Weapon,2,2023,3/7/2023 15:23,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Report Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-23-0147257,EMS request PD,2,2023,3/21/2023 13:19,1700 E Louisiana Ave,South High School - NURSE'S OFC,File Only,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0051816,Weapon / Concealed Weapon,1,2018,1/22/2018 14:54,1700 E Louisiana Ave,SCH South High School - Box 2113,Report Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0054476,Weapon / Concealed Weapon,1,2018,1/23/2018 14:52,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Report Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0105120,Weapon / Concealed Weapon,1,2018,2/13/2018 14:17,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Report Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0137212,Suicidal Person / Suicide,1,2018,2/27/2018 8:56,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Party Advised,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0153941,Weapon / Concealed Weapon,1,2018,3/6/2018 14:26,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0259332,Weapon / Concealed Weapon,1,2018,4/18/2018 13:06,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Arrest Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0676116,Suicidal Person / Suicide,1,2018,10/2/2018 11:47,1700 E Louisiana Ave,SCH SOUTH HS - DPS-- MAIN OFFICE,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0729566,Weapon / Concealed Weapon,1,2018,10/25/2018 8:48,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Arrest Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0566265,Accident With Injury,1,2019,9/5/2019 7:45,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Report Made,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-19-0788112,Bomb Threat,1,2019,12/14/2019 15:24,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-20-0227378,Suicidal Person / Suicide,1,2020,4/15/2020 10:37,1700 E Louisiana Ave,South High School,Party Advised,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-21-0094488,Suicidal Person / Suicide,1,2021,2/16/2021 10:22,1700 E Louisiana Ave,SCH South High School - Box 2113,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-21-0460163,Domestic Violence IP-JO,1,2021,8/11/2021 23:39,1700 E Louisiana Ave,SCH South High School,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-21-0554381,Child Abuse/Neglect IP-JO,1,2021,9/26/2021 14:46,1700 E Louisiana Ave,SCH South High School -PLOT,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0051542,Accident With Injury,1,2022,1/31/2022 14:23,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0094608,Robbery IP-JO,1,2022,2/24/2022 13:29,1700 E Louisiana Ave,SCH SOUTH HS - DPS,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0342162,Burglary  IP-JO,1,2022,7/5/2022 22:53,1700 E Louisiana Ave,SCH SOUTH HS - DPS,K - Street Check Completed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0437330,Suicidal Person / Suicide,1,2022,8/25/2022 17:00,1700 E Louisiana Ave,SCH South High School - Box 2113,Party Advised,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0438774,Suicidal Person / Suicide,1,2022,8/26/2022 11:49,1700 E Louisiana Ave,SOUTH HS -,Back Up / Cover Car,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-22-0565311,Suicidal Person / Suicide,1,2022,11/1/2022 12:51,1700 E Louisiana Ave,SOUTH HS - DPS,No Police Needed,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-23-0079945,Suicidal Person / Suicide,1,2023,2/13/2023 15:06,1700 E Louisiana Ave,SCH South High School - Box 2113,Party Advised,South,South High School,HIGH SCHOOL,9,12,1700 E LOUISIANA AVE
DPD-18-0096301,Fight,2,2018,2/9/2018 13:19,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Report Made,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-18-0669393,EMS request PD,2,2018,9/29/2018 14:38,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS FOOTBALL FIELD,No Police Needed,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-19-0234864,F9 With Fire,2,2019,4/15/2019 14:58,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,File Only,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-19-0553082,Fight,2,2019,8/30/2019 11:57,5500 N Central Park Blvd,NORTHFIELD HS - OUTSIDE,File Only,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-19-0614466,Fight,2,2019,9/25/2019 14:07,5500 N Central Park Blvd,SCH NORTHFIELD HS - **COLD**,Party Advised,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-19-0662637,Fight,2,2019,10/16/2019 11:39,5500 N Central Park Blvd,SCH NORTHFIELD HS,File Only,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-20-0253228,Nature Unknown,2,2020,4/26/2020 12:30,5500 N Central Park Blvd,E SIDE OF BUILDING,No Police Needed,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-21-0239087,Weapon / Concealed Weapon,2,2021,4/28/2021 15:03,5500 N Central Park Blvd,PRIMARY 21-239071,Report Made,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-21-0585361,Disturbance Family,2,2021,10/12/2021 14:54,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-21-0605180,E 25 Psych/Ab Beh/Suicide Att,2,2021,10/23/2021 0:20,5500 N Central Park Blvd,SCH NORTHFIELD HS STUDENT PKNG LOT,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-21-0691947,E 25 Psych/Ab Beh/Suicide Att,2,2021,12/9/2021 8:36,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0046027,Fight,2,2022,1/28/2022 13:23,5500 N Central Park Blvd,NORTHFIELD HS - DPS OFFICE,File Only,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0065442,Fight,2,2022,2/8/2022 13:00,5500 N Central Park Blvd,PARK ACROSS FROM SCH,Party Advised,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0171190,911 Open,2,2022,4/7/2022 10:55,5500 N Central Park Blvd,SCH INSPIRE ELEMENTARY SCHOOL - DPS,File Only,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0204242,Fight,2,2022,4/24/2022 17:17,5500 N Central Park Blvd,SCH NORTHFIELD HS,UTL / Unfounded / Unsuccessful,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0264164,Nature Unknown,2,2022,5/26/2022 9:22,5500 N Central Park Blvd,NORTHFIELD HS,Party Advised,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0376226,Assault  IP-JO,2,2022,7/24/2022 12:37,5500 N Central Park Blvd,NORTHFIELD SOCCER FIELD,Party Advised,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0423059,Nature Unknown,2,2022,8/18/2022 7:36,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,No Police Needed,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0428991,Fight,2,2022,8/21/2022 10:41,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0486219,Nature Unknown,2,2022,9/20/2022 15:04,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,No Police Needed,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0492031,EMS request PD,2,2022,9/23/2022 14:40,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Party Advised,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0527997,Nature Unknown,2,2022,10/12/2022 13:13,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,File Only,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0539600,Nature Unknown,2,2022,10/18/2022 15:12,5500 N Central Park Blvd,,No Police Needed,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0553920,Weapon / Concealed Weapon,2,2022,10/26/2022 8:51,5500 N Central Park Blvd,NORTHFIELD HS - DEANS OFC,Report Made,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0563631,Assault  IP-JO,2,2022,10/31/2022 14:54,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,No Police Needed,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0565567,Assault  IP-JO,2,2022,11/1/2022 15:25,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,No Police Needed,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-23-0102845,Threats IP-JO,2,2023,2/26/2023 11:14,5500 N Central Park Blvd,SCH NORTHFIELD HS - SOCCER FIELD,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-23-0121243,Fight,2,2023,3/8/2023 9:36,5500 N Central Park Blvd,NORTHFIELD HIGH SCHOOL,Report Made,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-18-0044500,Suicidal Person / Suicide,1,2018,1/19/2018 8:26,5500 N Central Park Blvd,NORTHFIELD HIGH SCHOOL,Report Made,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-18-0123899,Suicidal Person / Suicide,1,2018,2/21/2018 14:34,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Report Made,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-18-0143413,Child Abuse/Neglect IP-JO,1,2018,3/1/2018 14:33,5500 N Central Park Blvd,SCH INSPIRE ELEMENTARY SCHOOL - DPS,Report Made,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-18-0145721,MPER - Lost Child,1,2018,3/2/2018 12:30,5500 N Central Park Blvd,SCH INSPIRE ELEMENTARY SCHOOL - DPS,Party Advised,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-18-0167973,Suicidal Person / Suicide,1,2018,3/12/2018 12:53,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Party Advised,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-18-0259761,Suicidal Person / Suicide,1,2018,4/18/2018 15:59,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,K - Street Check Completed,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-18-0692039,Suicidal Person / Suicide,1,2018,10/9/2018 7:17,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,File Only,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-18-0760822,Suicidal Person / Suicide,1,2018,11/7/2018 12:55,5500 N Central Park Blvd,SCH NORTHFIELD HS BUILD 2,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-18-0781441,Weapon / Concealed Weapon,1,2018,11/16/2018 11:27,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Arrest Made,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-19-0244065,Weapon / Concealed Weapon,1,2019,4/19/2019 11:29,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-19-0244447,Weapon / Concealed Weapon,1,2019,4/19/2019 14:42,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-19-0273730,Weapon / Concealed Weapon,1,2019,5/2/2019 10:49,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,UTL / Unfounded / Unsuccessful,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-19-0292802,Weapon / Concealed Weapon,1,2019,5/10/2019 11:58,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,UTL / Unfounded / Unsuccessful,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-19-0770512,Suicidal Person / Suicide,1,2019,12/6/2019 14:04,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-19-0770573,Suicidal Person / Suicide,1,2019,12/6/2019 14:30,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-20-0123946,Accident With Injury,1,2020,2/26/2020 13:49,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS - OUTSIDE,Report Made,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-20-0290266,Burglary  IP-JO,1,2020,5/11/2020 22:20,5500 N Central Park Blvd,SCH INSPIRE ELEMENTARY SCHOOL - DPS,No Police Needed,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-21-0726060,Accident With Injury,1,2021,12/29/2021 15:46,5500 N Central Park Blvd,SCH NORTHFIELD HS - IFO SCH ON CENTRAL PARK,T - Citation Issued,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0094429,Suicidal Person / Suicide,1,2022,2/24/2022 11:38,5500 N Central Park Blvd,SCH NORTHFIELD HS - DPS,Party Advised,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0139325,Bomb Threat,1,2022,3/21/2022 10:53,5500 N Central Park Blvd,NORTHFIELD HS - DPS,Back Up / Cover Car,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
DPD-22-0205321,Accident With Injury,1,2022,4/25/2022 10:20,5500 N Central Park Blvd,NORTHFIELD HS - DPS,Party Advised,Northfield,Northfield High School,HIGH SCHOOL,9,12,5500 N CENTRAL PARK BLVD
